Oberon v2.4.8711.25000
Computer:      SOKUTO
User:          Vdhooven

Measurement:   Measurements00002
DateTime:      Wednesday, 12 June 2024, 16:09:12
File:          C:\Users\vdhooven\Documents\Oberon00001\Al_grating_angledependent\Run00005\result.txt
Dimensions:    1
TotalSteps:    299
Created:       06/11/2024 14:59
Operator:      Jeffrey
Sample:        Sample
Notes:
Al grating

Angle dependent measurements at -1 deg resonance

Probe 750 nm 1.5 uW
Pump 400 nm 5 mW


Constants:
>	DelayLine [ps]	499.999926

Loops:
>	DelayLine: from -20 to 500 [ps] in 299 steps ZigZag

Operations:
>	Digitizer

Parameters:
> DelayLine,ps,3,299,R,-20,500

Results:
> DeltaMin,x,Value,6
> DeltaMax,x,Value,6
> DeltaMean,x,Value,6

Settings:

-=DelayLine=-
ZigZag:        True
StepSize(s):   << to -2 ps step=2 ps , to 2 ps step=0.1 ps , to >> step=2 ps
Motor:         DelayLine, Physik Instrumente(PI) Karlsruhe C-863.11 N.A.
Position:      500 [ps]
Acceleration:  667.324 [ps/s²]
Velocity:      20.02 [ps/s]
Deceleration:  667.324 [ps/s²]

-=Digitizer=-
Samples:       2000
Output:        MinMax, Mean
Store RAW:     YES
Channels:
>	Galvo	Dev1/ai0	-10..10	Differential
19	-1.000	-0.003304	0.001850	-0.001212
20	-0.900	-0.003704	0.000840	-0.001210
21	-0.800	-0.002712	0.000604	-0.001178
22	-0.700	-0.002926	0.001338	-0.001227
23	-0.600	-0.004052	0.000627	-0.001222
24	-0.500	-0.003162	0.000685	-0.001204
25	-0.400	-0.003988	0.001502	-0.001212
26	-0.300	-0.002964	0.000658	-0.001200
27	-0.200	-0.003626	0.003586	-0.001203
28	-0.100	-0.002923	0.000642	-0.001198
29	-0.000	-0.003112	0.000702	-0.001218
30	0.100	-0.002770	0.000685	-0.001098
31	0.200	-0.002995	0.000981	-0.000945
32	0.300	-0.002513	0.000855	-0.000971
33	0.400	-0.002843	0.000678	-0.000951
34	0.500	-0.002963	0.001080	-0.001018
35	0.600	-0.004507	0.000771	-0.001041
36	0.700	-0.003270	0.001100	-0.001075
37	0.800	-0.003045	0.000564	-0.001098
38	0.900	-0.002707	0.000661	-0.001120
39	1.000	-0.003176	0.000766	-0.001149
40	1.100	-0.003465	0.000766	-0.001145
41	1.200	-0.002822	0.027251	-0.001138
42	1.300	-0.007062	0.000349	-0.001178
43	1.400	-0.002943	0.000735	-0.001153
44	1.500	-0.003052	0.000682	-0.001161
45	1.600	-0.002845	0.000618	-0.001178
46	1.700	-0.003636	0.000452	-0.001209
47	1.800	-0.004449	0.001660	-0.001197
48	1.900	-0.003513	0.000528	-0.001192
49	2.000	-0.003315	0.000910	-0.001189
50	4.000	-0.003595	0.002400	-0.001165
51	6.000	-0.002502	0.002605	-0.001098
52	8.000	-0.003311	0.000666	-0.001094
53	10.000	-0.002529	0.000611	-0.000989
54	12.000	-0.003042	0.001071	-0.000986
55	14.000	-0.002728	0.001070	-0.000961
56	16.000	-0.003034	0.001020	-0.000897
57	18.000	-0.002401	0.000794	-0.000850
58	20.000	-0.004379	0.000968	-0.000855
59	22.000	-0.003200	0.002192	-0.000784
60	24.000	-0.002561	0.001320	-0.000795
61	26.000	-0.002662	0.001142	-0.000813
62	28.000	-0.012511	0.002019	-0.000856
63	30.000	-0.006109	0.001356	-0.000855
64	32.000	-0.002473	0.001781	-0.000837
65	34.000	-0.003916	0.001306	-0.000870
66	36.000	-0.010512	0.000756	-0.000923
67	38.000	-0.003051	0.001103	-0.000950
68	40.000	-0.003755	0.000764	-0.001008
69	42.000	-0.003075	0.003680	-0.001005
70	44.000	-0.002430	0.000987	-0.001027
71	46.000	-0.002633	0.001070	-0.001015
72	48.000	-0.003371	0.000821	-0.001041
73	50.000	-0.002835	0.001121	-0.001065
74	52.000	-0.003038	0.001195	-0.001047
75	54.000	-0.002874	0.000552	-0.001067
76	56.000	-0.002922	0.001534	-0.001057
77	58.000	-0.002805	0.001594	-0.001054
78	60.000	-0.002908	0.000997	-0.001083
79	62.000	-0.003080	0.000689	-0.001063
80	64.000	-0.002953	0.000820	-0.001105
81	66.000	-0.002852	0.000958	-0.001073
82	68.000	-0.002998	0.001361	-0.001071
83	70.000	-0.002790	0.000861	-0.001067
84	72.000	-0.002712	0.001218	-0.001112
85	74.000	-0.006233	0.000882	-0.001127
86	76.000	-0.003293	0.000723	-0.001125
87	78.000	-0.002763	0.000403	-0.001160
88	80.000	-0.002848	0.000742	-0.001152
89	82.000	-0.002801	0.000762	-0.001155
90	84.000	-0.003113	0.000999	-0.001140
91	86.000	-0.003412	0.000596	-0.001152
92	88.000	-0.003024	0.000621	-0.001156
93	90.000	-0.003237	0.000833	-0.001156
94	92.000	-0.003146	0.000594	-0.001178
95	94.000	-0.002860	0.003359	-0.001171
96	96.000	-0.003238	0.000293	-0.001237
97	98.000	-0.003215	0.001600	-0.001202
98	100.000	-0.002869	0.000219	-0.001242
99	102.000	-0.003269	0.000645	-0.001253
100	104.000	-0.002840	0.002747	-0.001196
101	106.000	-0.002942	0.000492	-0.001242
102	108.000	-0.002805	0.001752	-0.001238
103	110.000	-0.006146	0.000543	-0.001238
104	112.000	-0.003830	0.002024	-0.001258
105	114.000	-0.003029	0.000464	-0.001256
106	116.000	-0.003320	0.000832	-0.001283
107	118.000	-0.002724	0.000564	-0.001293
108	120.000	-0.003192	0.000327	-0.001322
109	122.000	-0.004187	0.000417	-0.001303
110	124.000	-0.006026	0.000253	-0.001322
111	126.000	-0.002985	0.002322	-0.001369
112	128.000	-0.024214	0.002050	-0.001409
113	130.000	-0.002915	0.001086	-0.001339
114	132.000	-0.003208	0.000612	-0.001369
115	134.000	-0.003194	0.000383	-0.001326
116	136.000	-0.003627	0.002834	-0.001295
117	138.000	-0.002875	0.000492	-0.001272
118	140.000	-0.002924	0.001465	-0.001280
119	142.000	-0.002987	0.000657	-0.001264
120	144.000	-0.002887	0.000948	-0.001254
121	146.000	-0.003365	0.000762	-0.001310
122	148.000	-0.004570	0.005583	-0.001307
123	150.000	-0.004468	0.000793	-0.001303
124	152.000	-0.003176	0.003364	-0.001278
125	154.000	-0.003096	0.000825	-0.001320
126	156.000	-0.003006	0.000455	-0.001342
127	158.000	-0.003146	0.000382	-0.001346
128	160.000	-0.004116	0.000296	-0.001346
129	162.000	-0.030441	0.002206	-0.001409
130	164.000	-0.011042	0.000305	-0.001349
131	166.000	-0.003200	0.000577	-0.001353
132	168.000	-0.002933	0.000914	-0.001341
133	170.000	-0.002777	0.000197	-0.001334
134	172.000	-0.003485	0.000415	-0.001332
135	174.000	-0.002806	0.007616	-0.001318
136	176.000	-0.002898	0.002233	-0.001320
137	178.000	-0.003240	0.000513	-0.001333
138	180.000	-0.003245	0.000790	-0.001337
139	182.000	-0.005052	0.000275	-0.001324
140	184.000	-0.003893	0.000176	-0.001366
141	186.000	-0.002927	0.000378	-0.001365
142	188.000	-0.003076	0.003845	-0.001341
143	190.000	-0.004757	0.000857	-0.001371
144	192.000	-0.004397	0.000737	-0.001368
145	194.000	-0.002996	0.000452	-0.001352
146	196.000	-0.003666	0.000531	-0.001348
147	198.000	-0.002947	0.000505	-0.001367
148	200.000	-0.003664	0.000463	-0.001359
149	202.000	-0.003227	0.000322	-0.001387
150	204.000	-0.002827	0.000372	-0.001340
151	206.000	-0.003407	0.001187	-0.001381
152	208.000	-0.005569	0.002355	-0.001341
153	210.000	-0.003326	0.000170	-0.001358
154	212.000	-0.002882	0.000367	-0.001362
155	214.000	-0.003379	0.001857	-0.001364
156	216.000	-0.002971	0.021221	-0.001335
157	218.000	-0.005815	0.000647	-0.001378
158	220.000	-0.003169	0.000444	-0.001358
159	222.000	-0.003001	0.000108	-0.001381
160	224.000	-0.003169	0.001024	-0.001375
161	226.000	-0.002933	0.000054	-0.001411
162	228.000	-0.002956	0.000479	-0.001410
163	230.000	-0.003121	0.000399	-0.001382
164	232.000	-0.003028	0.001836	-0.001371
165	234.000	-0.002957	0.000693	-0.001369
166	236.000	-0.003778	0.000467	-0.001375
167	238.000	-0.002911	0.000502	-0.001361
168	240.000	-0.003043	0.001161	-0.001375
169	242.000	-0.004326	0.000529	-0.001386
170	244.000	-0.002793	0.000385	-0.001331
171	246.000	-0.004834	0.000524	-0.001350
172	248.000	-0.003303	0.000600	-0.001360
173	250.000	-0.004648	0.000201	-0.001351
174	252.000	-0.002932	0.000673	-0.001353
175	254.000	-0.003364	0.000342	-0.001332
176	256.000	-0.003212	0.000681	-0.001332
177	258.000	-0.002944	0.000271	-0.001293
178	260.000	-0.003566	0.000328	-0.001321
179	262.000	-0.004061	0.000368	-0.001327
180	264.000	-0.003344	0.000561	-0.001332
181	266.000	-0.003218	0.000337	-0.001323
182	268.000	-0.002881	0.000567	-0.001355
183	270.000	-0.002980	0.000772	-0.001355
184	272.000	-0.006519	0.004816	-0.001342
185	274.000	-0.003071	0.000622	-0.001326
186	276.000	-0.002927	0.004898	-0.001299
187	278.000	-0.002790	0.000603	-0.001313
188	280.000	-0.004749	0.000443	-0.001329
189	282.000	-0.003038	0.000500	-0.001313
190	284.000	-0.003502	0.000903	-0.001306
191	286.000	-0.003049	0.000980	-0.001296
192	288.000	-0.004492	0.000418	-0.001293
193	290.000	-0.002825	0.000581	-0.001267
194	292.000	-0.002911	0.000321	-0.001243
195	294.000	-0.003424	0.000488	-0.001289
196	296.000	-0.003059	0.001228	-0.001252
197	298.000	-0.003332	0.000345	-0.001282
198	300.000	-0.003023	0.001292	-0.001254
199	302.000	-0.004965	0.000450	-0.001250
200	304.000	-0.003391	0.001250	-0.001256
201	306.000	-0.002934	0.000268	-0.001257
202	308.000	-0.002957	0.000478	-0.001246
203	310.000	-0.002757	0.004799	-0.001267
204	312.000	-0.002980	0.000422	-0.001274
205	314.000	-0.003694	0.000456	-0.001286
206	316.000	-0.003014	0.000476	-0.001279
207	318.000	-0.002840	0.006768	-0.001271
208	320.000	-0.002875	0.001031	-0.001263
209	322.000	-0.002982	0.000583	-0.001255
210	324.000	-0.003132	0.000663	-0.001232
211	326.000	-0.003032	0.000897	-0.001262
212	328.000	-0.002832	0.001398	-0.001251
213	330.000	-0.004925	0.001010	-0.001218
214	332.000	-0.003014	0.000826	-0.001246
215	334.000	-0.003430	0.000485	-0.001236
216	336.000	-0.002634	0.001438	-0.001241
217	338.000	-0.003292	0.001093	-0.001246
218	340.000	-0.003260	0.000534	-0.001227
219	342.000	-0.002780	0.018771	-0.001231
220	344.000	-0.003110	0.000862	-0.001247
221	346.000	-0.003004	0.002495	-0.001245
222	348.000	-0.002960	0.000840	-0.001264
223	350.000	-0.002975	0.000843	-0.001232
224	352.000	-0.002694	0.000824	-0.001211
225	354.000	-0.003727	0.000411	-0.001240
226	356.000	-0.004061	0.000626	-0.001220
227	358.000	-0.002853	0.000599	-0.001237
228	360.000	-0.002859	0.000470	-0.001202
229	362.000	-0.003841	0.000582	-0.001223
230	364.000	-0.002923	0.000469	-0.001219
231	366.000	-0.003143	0.001715	-0.001206
232	368.000	-0.002968	0.000767	-0.001203
233	370.000	-0.003030	0.003249	-0.001195
234	372.000	-0.003074	0.000318	-0.001192
235	374.000	-0.002868	0.000957	-0.001220
236	376.000	-0.002807	0.000761	-0.001172
237	378.000	-0.003183	0.000923	-0.001215
238	380.000	-0.002737	0.001576	-0.001213
239	382.000	-0.003666	0.002377	-0.001156
240	384.000	-0.002686	0.000717	-0.001195
241	386.000	-0.002913	0.001104	-0.001167
242	388.000	-0.003258	0.000932	-0.001185
243	390.000	-0.003239	0.008379	-0.001197
244	392.000	-0.002975	0.001144	-0.001207
245	394.000	-0.002715	0.007011	-0.001198
246	396.000	-0.007275	0.003822	-0.001213
247	398.000	-0.002977	0.000734	-0.001178
248	400.000	-0.002770	0.000559	-0.001182
249	402.000	-0.003029	0.000550	-0.001194
250	404.000	-0.033177	0.000866	-0.001182
251	406.000	-0.003373	0.000929	-0.001167
252	408.000	-0.002906	0.000466	-0.001161
253	410.000	-0.002830	0.000439	-0.001202
254	412.000	-0.002797	0.002653	-0.001173
255	414.000	-0.002657	0.000586	-0.001183
256	416.000	-0.002715	0.000518	-0.001164
257	418.000	-0.002757	0.000511	-0.001169
258	420.000	-0.005136	0.001074	-0.001192
259	422.000	-0.003295	0.001510	-0.001189
260	424.000	-0.003525	0.001149	-0.001187
261	426.000	-0.004015	0.000666	-0.001225
262	428.000	-0.003514	0.000859	-0.001188
263	430.000	-0.002689	0.002813	-0.001161
264	432.000	-0.003108	0.000704	-0.001200
265	434.000	-0.002695	0.000402	-0.001220
266	436.000	-0.002932	0.000757	-0.001214
267	438.000	-0.005400	0.000417	-0.001229
268	440.000	-0.002946	0.000381	-0.001213
269	442.000	-0.003045	0.000787	-0.001216
270	444.000	-0.003381	0.000795	-0.001215
271	446.000	-0.002867	0.000583	-0.001216
272	448.000	-0.003203	0.003854	-0.001207
273	450.000	-0.003151	0.001450	-0.001217
274	452.000	-0.002880	0.001075	-0.001228
275	454.000	-0.004468	0.002998	-0.001242
276	456.000	-0.003015	0.000608	-0.001236
277	458.000	-0.002756	0.001379	-0.001245
278	460.000	-0.003025	0.000425	-0.001262
279	462.000	-0.002743	0.000490	-0.001254
280	464.000	-0.005359	0.000504	-0.001240
281	466.000	-0.002892	0.000707	-0.001221
282	468.000	-0.002842	0.000709	-0.001209
283	470.000	-0.002885	0.000397	-0.001285
284	472.000	-0.003161	0.000755	-0.001214
285	474.000	-0.002933	0.001310	-0.001257
286	476.000	-0.002805	0.000245	-0.001235
287	478.000	-0.004475	0.001178	-0.001268
288	480.000	-0.003160	0.000284	-0.001305
289	482.000	-0.004951	0.000698	-0.001267
290	484.000	-0.003471	0.000314	-0.001293
291	486.000	-0.002754	0.000381	-0.001263
292	488.000	-0.003201	0.004262	-0.001281
293	490.000	-0.002912	0.000451	-0.001288
294	492.000	-0.006712	0.000397	-0.001306
295	494.000	-0.003591	0.000662	-0.001281
296	496.000	-0.003252	0.000375	-0.001323
297	498.000	-0.003186	0.002803	-0.001300
298	500.000	-0.002926	0.000710	-0.001287
