Oberon v2.4.8711.25000
Computer:      SOKUTO
User:          Vdhooven

Measurement:   Measurements00002
DateTime:      Wednesday, 12 June 2024, 17:53:15
File:          C:\Users\vdhooven\Documents\Oberon00001\Al_grating_angledependent\Run00010\result.txt
Dimensions:    1
TotalSteps:    299
Created:       06/11/2024 14:59
Operator:      Jeffrey
Sample:        Sample
Notes:
Al grating

Angle dependent measurements at +3 deg resonance

Probe 750 nm 1.5 uW
Pump 400 nm 5 mW


Constants:
>	DelayLine [ps]	499.999926

Loops:
>	DelayLine: from -20 to 500 [ps] in 299 steps ZigZag

Operations:
>	Digitizer

Parameters:
> DelayLine,ps,3,299,R,-20,500

Results:
> DeltaMin,x,Value,6
> DeltaMax,x,Value,6
> DeltaMean,x,Value,6

Settings:

-=DelayLine=-
ZigZag:        True
StepSize(s):   << to -2 ps step=2 ps , to 2 ps step=0.1 ps , to >> step=2 ps
Motor:         DelayLine, Physik Instrumente(PI) Karlsruhe C-863.11 N.A.
Position:      500 [ps]
Acceleration:  667.324 [ps/s²]
Velocity:      20.02 [ps/s]
Deceleration:  667.324 [ps/s²]

-=Digitizer=-
Samples:       2000
Output:        MinMax, Mean
Store RAW:     YES
Channels:
>	Galvo	Dev1/ai0	-10..10	Differential
19	-1.000	-0.001403	0.001598	-0.000015
20	-0.900	-0.001296	0.001375	0.000011
21	-0.800	-0.001331	0.001451	-0.000010
22	-0.700	-0.001378	0.001594	0.000020
23	-0.600	-0.001400	0.001347	-0.000006
24	-0.500	-0.001125	0.001475	0.000007
25	-0.400	-0.001369	0.001582	0.000004
26	-0.300	-0.001458	0.001285	-0.000021
27	-0.200	-0.001407	0.001200	-0.000008
28	-0.100	-0.001344	0.001377	-0.000040
29	-0.000	-0.001577	0.001379	0.000002
30	0.100	-0.001352	0.001240	-0.000016
31	0.200	-0.001638	0.001472	0.000016
32	0.300	-0.001322	0.001965	0.000043
33	0.400	-0.001145	0.001598	0.000122
34	0.500	-0.001443	0.001573	0.000186
35	0.600	-0.001383	0.001458	0.000209
36	0.700	-0.001200	0.001543	0.000248
37	0.800	-0.001232	0.001952	0.000275
38	0.900	-0.001052	0.001688	0.000323
39	1.000	-0.001306	0.001639	0.000308
40	1.100	-0.001249	0.001846	0.000352
41	1.200	-0.001082	0.001866	0.000346
42	1.300	-0.001199	0.001639	0.000341
43	1.400	-0.001314	0.001618	0.000352
44	1.500	-0.001322	0.001896	0.000312
45	1.600	-0.001298	0.001916	0.000349
46	1.700	-0.001343	0.001927	0.000372
47	1.800	-0.001228	0.002034	0.000379
48	1.900	-0.001196	0.001945	0.000380
49	2.000	-0.000977	0.001622	0.000418
50	4.000	-0.001065	0.001678	0.000392
51	6.000	-0.001094	0.001989	0.000371
52	8.000	-0.001408	0.001791	0.000347
53	10.000	-0.000942	0.001938	0.000296
54	12.000	-0.001541	0.001585	0.000224
55	14.000	-0.001495	0.001485	0.000056
56	16.000	-0.001523	0.001422	-0.000060
57	18.000	-0.001558	0.001546	-0.000207
58	20.000	-0.001754	0.001334	-0.000262
59	22.000	-0.001961	0.001276	-0.000328
60	24.000	-0.001867	0.001222	-0.000360
61	26.000	-0.001758	0.001161	-0.000398
62	28.000	-0.001732	0.001153	-0.000379
63	30.000	-0.001781	0.001028	-0.000410
64	32.000	-0.001702	0.001141	-0.000438
65	34.000	-0.002172	0.001241	-0.000444
66	36.000	-0.001842	0.001170	-0.000449
67	38.000	-0.001893	0.001062	-0.000434
68	40.000	-0.002046	0.001364	-0.000404
69	42.000	-0.001763	0.001517	-0.000342
70	44.000	-0.001720	0.001463	-0.000316
71	46.000	-0.001830	0.001178	-0.000315
72	48.000	-0.001620	0.001212	-0.000297
73	50.000	-0.001761	0.001145	-0.000310
74	52.000	-0.001796	0.001183	-0.000280
75	54.000	-0.001726	0.000877	-0.000281
76	56.000	-0.001540	0.001124	-0.000248
77	58.000	-0.002310	0.007056	-0.000246
78	60.000	-0.001591	0.000998	-0.000251
79	62.000	-0.001993	0.001235	-0.000225
80	64.000	-0.001732	0.001268	-0.000199
81	66.000	-0.001774	0.001413	-0.000216
82	68.000	-0.001844	0.001289	-0.000226
83	70.000	-0.001477	0.001290	-0.000213
84	72.000	-0.001545	0.001291	-0.000224
85	74.000	-0.001408	0.001358	-0.000224
86	76.000	-0.001423	0.001423	-0.000189
87	78.000	-0.001382	0.001178	-0.000212
88	80.000	-0.001972	0.001265	-0.000213
89	82.000	-0.001599	0.001640	-0.000207
90	84.000	-0.001576	0.001251	-0.000185
91	86.000	-0.001481	0.001357	-0.000198
92	88.000	-0.001394	0.001121	-0.000143
93	90.000	-0.001495	0.001332	-0.000116
94	92.000	-0.001427	0.001288	-0.000153
95	94.000	-0.001649	0.001247	-0.000219
96	96.000	-0.001687	0.001234	-0.000218
97	98.000	-0.001902	0.001123	-0.000268
98	100.000	-0.001825	0.001263	-0.000263
99	102.000	-0.001786	0.001079	-0.000279
100	104.000	-0.002071	0.001018	-0.000298
101	106.000	-0.002193	0.001105	-0.000313
102	108.000	-0.001772	0.001109	-0.000318
103	110.000	-0.001712	0.001093	-0.000334
104	112.000	-0.001842	0.001068	-0.000328
105	114.000	-0.002069	0.001040	-0.000359
106	116.000	-0.001727	0.000999	-0.000367
107	118.000	-0.001815	0.001222	-0.000368
108	120.000	-0.001796	0.001107	-0.000398
109	122.000	-0.001665	0.000964	-0.000389
110	124.000	-0.001766	0.001227	-0.000440
111	126.000	-0.001933	0.001006	-0.000466
112	128.000	-0.004090	0.001181	-0.000469
113	130.000	-0.001885	0.001276	-0.000486
114	132.000	-0.001919	0.001087	-0.000486
115	134.000	-0.001746	0.001152	-0.000458
116	136.000	-0.001731	0.000920	-0.000439
117	138.000	-0.001750	0.000940	-0.000414
118	140.000	-0.001853	0.001081	-0.000407
119	142.000	-0.001561	0.001052	-0.000387
120	144.000	-0.001933	0.001062	-0.000367
121	146.000	-0.002310	0.000967	-0.000362
122	148.000	-0.001702	0.001034	-0.000320
123	150.000	-0.001641	0.004823	-0.000349
124	152.000	-0.001649	0.001074	-0.000343
125	154.000	-0.001908	0.001338	-0.000310
126	156.000	-0.001709	0.000847	-0.000334
127	158.000	-0.001740	0.000971	-0.000358
128	160.000	-0.001654	0.001315	-0.000313
129	162.000	-0.002070	0.001018	-0.000334
130	164.000	-0.001676	0.001044	-0.000316
131	166.000	-0.001786	0.001158	-0.000321
132	168.000	-0.001802	0.001156	-0.000305
133	170.000	-0.001559	0.001078	-0.000308
134	172.000	-0.001843	0.001006	-0.000308
135	174.000	-0.001818	0.001204	-0.000270
136	176.000	-0.001486	0.001038	-0.000264
137	178.000	-0.001647	0.001214	-0.000270
138	180.000	-0.001566	0.000935	-0.000273
139	182.000	-0.001531	0.001316	-0.000264
140	184.000	-0.001579	0.001192	-0.000255
141	186.000	-0.001716	0.001182	-0.000310
142	188.000	-0.001792	0.001266	-0.000289
143	190.000	-0.001574	0.001108	-0.000287
144	192.000	-0.001776	0.001258	-0.000289
145	194.000	-0.001699	0.001253	-0.000271
146	196.000	-0.001722	0.001319	-0.000246
147	198.000	-0.001654	0.001237	-0.000205
148	200.000	-0.001568	0.001504	-0.000195
149	202.000	-0.001794	0.001208	-0.000198
150	204.000	-0.001693	0.001360	-0.000200
151	206.000	-0.001480	0.001419	-0.000222
152	208.000	-0.001847	0.001176	-0.000237
153	210.000	-0.001787	0.001223	-0.000252
154	212.000	-0.001655	0.001410	-0.000283
155	214.000	-0.001891	0.000953	-0.000310
156	216.000	-0.001678	0.001113	-0.000315
157	218.000	-0.001596	0.001468	-0.000321
158	220.000	-0.001884	0.001254	-0.000333
159	222.000	-0.002029	0.001314	-0.000392
160	224.000	-0.001779	0.001158	-0.000361
161	226.000	-0.001812	0.001373	-0.000371
162	228.000	-0.001893	0.001094	-0.000364
163	230.000	-0.002953	0.001017	-0.000367
164	232.000	-0.001676	0.001796	-0.000387
165	234.000	-0.001788	0.001199	-0.000399
166	236.000	-0.001595	0.001342	-0.000391
167	238.000	-0.001707	0.001000	-0.000395
168	240.000	-0.001688	0.001176	-0.000411
169	242.000	-0.001746	0.000965	-0.000411
170	244.000	-0.001934	0.001028	-0.000399
171	246.000	-0.002415	0.000940	-0.000377
172	248.000	-0.001801	0.001014	-0.000368
173	250.000	-0.001709	0.001290	-0.000377
174	252.000	-0.001686	0.001107	-0.000392
175	254.000	-0.002180	0.001031	-0.000389
176	256.000	-0.001840	0.001285	-0.000374
177	258.000	-0.001629	0.001028	-0.000390
178	260.000	-0.001597	0.002357	-0.000386
179	262.000	-0.001727	0.001070	-0.000363
180	264.000	-0.001943	0.001125	-0.000384
181	266.000	-0.002073	0.001085	-0.000362
182	268.000	-0.001865	0.001194	-0.000389
183	270.000	-0.002012	0.000945	-0.000404
184	272.000	-0.002018	0.000897	-0.000421
185	274.000	-0.001662	0.001131	-0.000393
186	276.000	-0.001822	0.000971	-0.000365
187	278.000	-0.001748	0.002012	-0.000354
188	280.000	-0.001913	0.000935	-0.000386
189	282.000	-0.001586	0.001556	-0.000370
190	284.000	-0.001594	0.001201	-0.000331
191	286.000	-0.001787	0.001231	-0.000334
192	288.000	-0.001550	0.001020	-0.000323
193	290.000	-0.001904	0.001250	-0.000295
194	292.000	-0.001849	0.001077	-0.000284
195	294.000	-0.001749	0.001045	-0.000304
196	296.000	-0.002073	0.001230	-0.000280
197	298.000	-0.001910	0.001167	-0.000285
198	300.000	-0.001428	0.001128	-0.000260
199	302.000	-0.001524	0.001255	-0.000225
200	304.000	-0.001519	0.001103	-0.000241
201	306.000	-0.001527	0.001411	-0.000223
202	308.000	-0.001725	0.001218	-0.000211
203	310.000	-0.001526	0.000947	-0.000261
204	312.000	-0.001764	0.001541	-0.000229
205	314.000	-0.001924	0.001392	-0.000242
206	316.000	-0.001807	0.001052	-0.000242
207	318.000	-0.001471	0.001306	-0.000233
208	320.000	-0.001678	0.001159	-0.000208
209	322.000	-0.002087	0.001576	-0.000195
210	324.000	-0.001562	0.001400	-0.000147
211	326.000	-0.001660	0.001197	-0.000156
212	328.000	-0.001523	0.001353	-0.000154
213	330.000	-0.001545	0.001439	-0.000125
214	332.000	-0.001589	0.001133	-0.000117
215	334.000	-0.001687	0.001260	-0.000096
216	336.000	-0.001552	0.001367	-0.000112
217	338.000	-0.001466	0.001384	-0.000052
218	340.000	-0.001433	0.001424	-0.000064
219	342.000	-0.001368	0.001520	-0.000048
220	344.000	-0.001320	0.001426	-0.000014
221	346.000	-0.001303	0.001367	-0.000029
222	348.000	-0.001556	0.001716	-0.000012
223	350.000	-0.001286	0.001854	-0.000027
224	352.000	-0.001501	0.001493	0.000004
225	354.000	-0.001409	0.001271	-0.000008
226	356.000	-0.001326	0.001509	0.000004
227	358.000	-0.001551	0.001314	0.000013
228	360.000	-0.001424	0.001501	0.000045
229	362.000	-0.001225	0.001482	0.000063
230	364.000	-0.001954	0.001497	0.000055
231	366.000	-0.001290	0.001583	0.000047
232	368.000	-0.001363	0.001598	0.000071
233	370.000	-0.001524	0.001496	0.000085
234	372.000	-0.001436	0.001511	0.000089
235	374.000	-0.001617	0.001497	0.000085
236	376.000	-0.001447	0.001569	0.000096
237	378.000	-0.001289	0.001668	0.000121
238	380.000	-0.001368	0.001555	0.000091
239	382.000	-0.001318	0.001740	0.000109
240	384.000	-0.001257	0.001420	0.000121
241	386.000	-0.001640	0.001567	0.000118
242	388.000	-0.001309	0.001481	0.000100
243	390.000	-0.001582	0.001663	0.000115
244	392.000	-0.001203	0.001366	0.000106
245	394.000	-0.002524	0.001636	0.000115
246	396.000	-0.001472	0.001522	0.000101
247	398.000	-0.001280	0.001432	0.000109
248	400.000	-0.001942	0.001739	0.000121
249	402.000	-0.001095	0.001651	0.000134
250	404.000	-0.001361	0.001487	0.000126
251	406.000	-0.001419	0.001742	0.000121
252	408.000	-0.001359	0.001833	0.000135
253	410.000	-0.001116	0.001561	0.000114
254	412.000	-0.000995	0.001925	0.000142
255	414.000	-0.001407	0.001527	0.000110
256	416.000	-0.001375	0.001766	0.000097
257	418.000	-0.001849	0.001516	0.000120
258	420.000	-0.001481	0.002017	0.000126
259	422.000	-0.001206	0.001731	0.000105
260	424.000	-0.001290	0.001821	0.000116
261	426.000	-0.001348	0.001878	0.000076
262	428.000	-0.001837	0.001612	0.000073
263	430.000	-0.001745	0.001459	0.000087
264	432.000	-0.001377	0.001522	0.000085
265	434.000	-0.001399	0.001460	0.000080
266	436.000	-0.001689	0.001697	0.000043
267	438.000	-0.001437	0.001748	0.000058
268	440.000	-0.001391	0.001719	0.000039
269	442.000	-0.001655	0.001548	0.000026
270	444.000	-0.001267	0.001930	0.000049
271	446.000	-0.001253	0.001559	0.000066
272	448.000	-0.001376	0.001504	0.000036
273	450.000	-0.001636	0.001441	0.000009
274	452.000	-0.001453	0.001597	0.000005
275	454.000	-0.001330	0.001534	-0.000004
276	456.000	-0.001342	0.001341	-0.000012
277	458.000	-0.001431	0.001453	-0.000025
278	460.000	-0.001587	0.001586	-0.000027
279	462.000	-0.001565	0.001569	-0.000025
280	464.000	-0.001356	0.001453	-0.000048
281	466.000	-0.001557	0.001539	-0.000055
282	468.000	-0.001439	0.001506	-0.000083
283	470.000	-0.001648	0.001427	-0.000107
284	472.000	-0.001448	0.001322	-0.000138
285	474.000	-0.001576	0.001751	-0.000140
286	476.000	-0.001652	0.001361	-0.000177
287	478.000	-0.001565	0.001366	-0.000217
288	480.000	-0.001547	0.001368	-0.000246
289	482.000	-0.001780	0.001476	-0.000252
290	484.000	-0.001911	0.001007	-0.000264
291	486.000	-0.001671	0.001184	-0.000283
292	488.000	-0.001778	0.001111	-0.000301
293	490.000	-0.001404	0.001143	-0.000290
294	492.000	-0.002552	0.001336	-0.000310
295	494.000	-0.002041	0.001220	-0.000341
296	496.000	-0.001514	0.001447	-0.000307
297	498.000	-0.001746	0.001191	-0.000331
298	500.000	-0.001818	0.001100	-0.000309
